34, 48
194, 193, 193, 194, 188, 189, 185, 186, 193, 194, 188, 189, 188, 189, 188, 189, 188, 189, 188, 189, 188, 189, 188, 189, 194, 193, 185, 186, 188, 189, 194, 196, 196, 194
194, 193, 193, 194, 190, 191, 187, 186, 193, 194, 194, 196, 196, 213, 196, 196, 196, 196, 196, 194, 190, 191, 190, 191, 194, 196, 196, 213, 196, 196, 196, 196, 196, 194
194, 193, 193, 194, 188, 189, 185, 186, 193, 194, 194, 196, 196, 196, 196, 196, 196, 196, 196, 194, 188, 189, 188, 189, 194, 196, 196, 196, 196, 196, 196, 196, 196, 194
194, 193, 193, 194, 190, 191, 187, 186, 193, 194, 194, 193, 187, 186, 196, 196, 187, 186, 193, 194, 190, 191, 190, 191, 194, 196, 197, 194, 190, 191, 187, 186, 193, 194
194, 193, 193, 194, 188, 189, 185, 186, 193, 194, 194, 193, 185, 186, 196, 196, 185, 186, 193, 194, 188, 189, 188, 189, 194, 196, 196, 194, 188, 189, 185, 186, 193, 194
194, 193, 193, 194, 190, 191, 187, 186, 193, 194, 194, 193, 187, 186, 190, 191, 187, 186, 193, 194, 190, 191, 190, 191, 194, 196, 196, 194, 190, 191, 187, 186, 193, 194
194, 193, 193, 194, 188, 189, 185, 186, 193, 194, 194, 193, 185, 186, 188, 189, 185, 186, 193, 194, 188, 189, 188, 189, 194, 196, 196, 194, 188, 189, 185, 186, 193, 194
194, 193, 193, 194, 190, 191, 187, 186, 193, 194, 194, 193, 187, 186, 190, 191, 187, 186, 193, 194, 190, 191, 190, 191, 194, 196, 196, 194, 190, 191, 187, 186, 193, 194
194, 193, 193, 194, 188, 189, 185, 186, 193, 194, 194, 193, 185, 186, 188, 189, 185, 186, 193, 194, 188, 189, 188, 189, 194, 196, 196, 194, 188, 189, 185, 186, 193, 194
194, 193, 193, 194, 190, 191, 187, 186, 193, 194, 194, 193, 187, 186, 190, 191, 187, 186, 193, 194, 190, 191, 190, 191, 194, 196, 196, 194, 190, 191, 187, 186, 193, 194
194, 193, 193, 194, 188, 189, 185, 186, 193, 194, 194, 193, 185, 186, 188, 189, 185, 186, 193, 194, 188, 189, 188, 189, 194, 196, 196, 194, 188, 189, 185, 186, 193, 194
194, 193, 193, 194, 190, 191, 187, 186, 193, 194, 194, 193, 187, 186, 190, 191, 187, 186, 187, 186, 187, 186, 187, 186, 196, 196, 196, 213, 196, 196, 196, 196, 196, 194
194, 193, 193, 194, 188, 189, 185, 186, 193, 194, 194, 193, 185, 186, 188, 189, 185, 186, 185, 186, 185, 186, 185, 186, 196, 196, 196, 196, 196, 196, 196, 196, 196, 194
194, 193, 193, 194, 190, 191, 187, 186, 193, 194, 194, 193, 187, 186, 190, 191, 187, 186, 193, 194, 190, 191, 190, 191, 190, 191, 190, 191, 190, 191, 194, 196, 196, 194
194, 193, 193, 194, 188, 189, 185, 186, 193, 194, 194, 193, 185, 186, 188, 189, 185, 186, 193, 194, 188, 189, 188, 189, 188, 189, 188, 189, 188, 189, 194, 196, 196, 194
194, 196, 196, 194, 190, 191, 196, 213, 196, 194, 194, 196, 196, 196, 190, 191, 196, 196, 196, 194, 190, 191, 190, 191, 190, 191, 190, 191, 190, 191, 194, 196, 196, 194
194, 196, 196, 194, 188, 189, 196, 196, 196, 194, 194, 196, 196, 196, 188, 189, 196, 196, 196, 194, 188, 189, 188, 189, 188, 189, 188, 189, 188, 189, 194, 196, 196, 194
194, 196, 196, 194, 190, 191, 196, 196, 196, 196, 196, 196, 196, 213, 190, 191, 196, 196, 196, 213, 194, 194, 194, 194, 194, 194, 194, 194, 194, 194, 196, 213, 196, 194
194, 196, 196, 194, 188, 189, 196, 196, 196, 196, 196, 196, 196, 196, 188, 189, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 194
194, 196, 197, 194, 190, 191, 196, 196, 196, 196, 196, 196, 196, 196, 190, 191, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 196, 194
194, 196, 196, 194, 188, 189, 194, 194, 194, 194, 194, 194, 194, 194, 188, 189, 194, 194, 194, 194, 194, 194, 194, 194, 194, 194, 194, 194, 194, 194, 194, 194, 194, 194
